filename,r2,rmse,season,fractional_forest_cover,condition,region,checkpoint_name,month
LC09_20220601_FSC82_62.305339822179880_-129.4468252404279.tif,0.6219433764331127,0.1947441399097442,late,0.4952,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC83_62.499997055180366_-127.61367890160847.tif,0.8846036447035148,0.1114342361688613,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC84_63.489576854699465_-128.79472255500883.tif,0.958760713981868,0.0652758106589317,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC85_63.75881796781957_-128.3782650916547.tif,0.9243950746614036,0.0889110714197158,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC87_62.471470907595354_-127.11443970956822.tif,0.7746552696879477,0.1292807459831237,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC88_62.2974528094823_-126.9932145651617.tif,0.932369001103506,0.0677123218774795,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC88_62.376196636131034_-128.92322037374893.tif,0.5550473942494561,0.1695798188447952,late,0.241,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC89_63.029682947906565_-128.94623699700526.tif,0.7594174569637562,0.0970786660909652,late,0.1622,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC89_63.23975457209985_-128.21193286276568.tif,0.9464398152900728,0.0569858849048614,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC92_62.741426470835950_-126.27392839928388.tif,0.8745413712387876,0.08173169195652,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC95_63.07205935203688_-127.98895208620218.tif,0.7035308793474326,0.0715311914682388,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC97_62.75482229517325_-127.89155537261188.tif,0.8398444032831878,0.0407260991632938,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC97_62.86374523341483_-126.21222783288572.tif,0.6498642341400808,0.0931256189942359,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC97_63.22817495593018_-127.55225457123608.tif,0.6326641578826107,0.0651250258088111,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC97_63.236310001664755_-128.02286226002505.tif,0.7733419155503772,0.0629799738526344,late,0.0003,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC98_62.4119073463033160_-128.78200178636905.tif,0.9139871659115096,0.0284151174128055,late,0.2451,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC98_63.029216205219580_-128.9886777649015.tif,0.7670455488371137,0.0493428744375705,late,0.0644,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC98_63.05101515120917_-128.32659081897046.tif,0.6327755033061588,0.0384125411510467,late,0.0014,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC98_63.37354971456913_-127.31074053278454.tif,-0.3666226986617256,0.0668926686048507,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC9_62.03412602722888_-127.930114491972930.tif,0.8177945481776737,0.1150711923837661,late,0.3995,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC9_62.71582627326322_-126.67291647722978.tif,0.9305501443944408,0.0693307444453239,late,0.0,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220601_FSC9_63.37463643047439_-125.9702591345629.tif,0.974081167377633,0.0460156351327896,late,0.1565,clear_1y17j4tq_with,rockies,seasons,06
LC09_20220807_FSC0_50.897604024447040_-116.9724689193193.tif,0.0,0.0096326824277639,summer,0.8412,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC0_51.05278310923235_-117.946416198411210.tif,0.0,0.0937117263674736,summer,0.9493,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC0_51.07158612346343_-116.80475236459688.tif,0.0,0.0682397186756134,summer,0.5871,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC0_51.24767738439809_-116.18180755498959.tif,0.0,0.0313483662903308,summer,0.1247,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC0_51.33484483331189_-118.280944434148.tif,0.0,0.0560770221054554,summer,0.968,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC0_51.41732146574045_-118.27365622975688.tif,0.0,0.0466164909303188,summer,0.9156,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC0_51.5269516779208060_-117.97457917965333.tif,0.0,0.0153155699372291,summer,0.3361,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC0_51.902553493846874_-116.4586666642448.tif,0.0,0.1330553442239761,summer,0.0,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC0_52.1194940388042_-117.94979861712099.tif,0.0,0.0917943790555,summer,0.1245,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC0_52.51906470945469_-116.97626028235061.tif,0.0,0.0002210967213613,summer,0.0224,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC11_51.62117428629945_-117.2166477642928.tif,0.1925353134765272,0.2637368738651275,summer,0.0016,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC12_51.332889222090270_-117.78078083130116.tif,0.0867978319172074,0.2961181104183197,summer,0.1699,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC12_51.349593517122166_-116.27014404076505.tif,0.3213399685215233,0.251683235168457,summer,0.0127,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC12_51.542355059556996_-118.01580718863501.tif,0.7615563495697548,0.1461286395788192,summer,0.2164,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC13_50.86666937510208_-117.058332893589780.tif,-0.1462759024057514,0.278509110212326,summer,0.0092,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC13_51.70963425467876_-117.8636819492074.tif,0.6590959616870247,0.1774929314851761,summer,0.0837,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC14_51.78829824474023_-116.33853143518421.tif,0.4878634704927079,0.2200699597597122,summer,0.0103,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC16_51.02648756697018_-117.31270459281062.tif,0.2303181280316981,0.315552681684494,summer,0.03,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC16_52.03383781079968_-116.76133512196371.tif,0.4287941975512345,0.2544544637203216,summer,0.0044,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC17_52.09686004727483_-117.15431481758566.tif,0.4515297590226557,0.2507614493370056,summer,0.0,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC1_51.08285946408907600_-117.557961595101930.tif,-1.22616444162342,0.1411076039075851,summer,0.045,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC21_51.66976832284875000_-118.16277835083602.tif,0.6536601790129458,0.2190574556589126,summer,0.17,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC21_51.827170735178804_-117.631147007880710.tif,0.7053029299682461,0.1909451484680175,summer,0.0011,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC22_52.08894158490306_-116.81880415032524.tif,0.7032612872676092,0.2073878347873687,summer,0.0008,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC24_51.07919671751985_-117.71944706360013.tif,0.4089730548394773,0.2917742133140564,summer,0.011,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC25_51.40249457684966_-116.39334803360474.tif,0.6335179130679202,0.2343167215585708,summer,0.0093,clear_1y17j4tq_with,rockies,seasons,08
