filename,r2,rmse
LC09_20220601_FSC0_62.112079200770296_-127.29199586477529.tif,0.0,0.06281352043151855
LC09_20220601_FSC0_62.166221170268216_-128.57247850885486.tif,0.0,0.05043145269155502
LC09_20220601_FSC0_62.18421532808711_-127.47028563086914.tif,0.0,0.00014295498840510845
LC09_20220601_FSC0_62.51065455503091_-126.62859103284484.tif,0.0,0.0012537826551124454
LC09_20220601_FSC0_63.009966293716010_-126.41165449350738.tif,0.0,0.0007800034363754094
LC09_20220601_FSC0_63.35048562984995_-125.15032873232323.tif,0.0,0.030169885605573654
LC09_20220601_FSC0_63.39721054291927_-128.8152481958677.tif,0.0,0.16141921281814575
LC09_20220601_FSC0_63.40509348262548_-125.21663473896167.tif,0.0,0.0011008114088326693
LC09_20220601_FSC0_63.59580179781564_-126.46292081098139.tif,0.0,0.00028134259628131986
LC09_20220601_FSC0_63.66577994109205000_-126.75110469701099.tif,0.0,0.055515408515930176
LC09_20220601_FSC100_62.04035087293904_-128.04657542362335.tif,0.0,8.931854245020077e-05
LC09_20220601_FSC100_62.119464514344465_-127.06124751576114.tif,0.0,0.0011697900481522083
LC09_20220601_FSC100_62.1638737182861_-126.18671681942135.tif,0.0,0.029889969155192375
LC09_20220601_FSC100_62.346168982088685_-127.21285458268186.tif,0.0,0.0021692379377782345
LC09_20220601_FSC100_62.46425075924468_-127.23135922918433.tif,0.0,0.00497707212343812
LC09_20220601_FSC100_62.74117720455269_-127.83799399489281.tif,0.0,0.00043620908400043845
LC09_20220601_FSC100_62.756773342141045_-126.3596412477801.tif,0.0,0.001741007319651544
LC09_20220601_FSC100_62.763096768181526_-126.38382543543841.tif,0.0,0.12383244931697845
LC09_20220601_FSC100_62.94186672254656_-127.74198920487426.tif,0.0,0.000497212924528867
LC09_20220601_FSC100_62.98155974088732_-129.1812839780114.tif,0.0,0.0008750036358833313
LC09_20220601_FSC11_62.63471586863044_-125.60088963706427.tif,0.5336704436813517,0.19018422067165375
LC09_20220601_FSC11_63.32032164092958_-126.04150207190968.tif,0.7741738728698631,0.1445726752281189
LC09_20220601_FSC12_62.76188926577228_-126.75804224443428.tif,0.8709840652501326,0.11317398399114609
LC09_20220601_FSC14_62.75962704337051_-126.45118543835494.tif,0.8709126864050356,0.11896441131830215
LC09_20220601_FSC14_62.85107355059424_-127.89119491873375.tif,0.9560497656579219,0.06925344467163086
LC09_20220601_FSC15_62.86483846347481_-126.48187885824542.tif,0.8445983697430428,0.13433849811553955
LC09_20220601_FSC15_63.341571874835516_-125.86429482946468.tif,0.9078103717044754,0.10355272144079208
LC09_20220601_FSC16_63.84410150845041_-128.11493281028126.tif,0.9297493699760129,0.09354321658611298
LC09_20220601_FSC17_63.09006151172386_-127.083903991357230.tif,0.907493362118859,0.10498841851949692
LC09_20220601_FSC18_63.13683650077514_-128.17155831369035.tif,0.8823955867111586,0.12562331557273865
LC09_20220601_FSC1_63.40546097802058_-128.49901105235705.tif,0.6864180811533422,0.05933787301182747
LC09_20220601_FSC21_62.60079623665862_-128.8644809559888.tif,-0.12830819234507995,0.38171854615211487
LC09_20220601_FSC21_63.24235744270556_-127.81283534145288.tif,0.7507564314278251,0.19097325205802917
LC09_20220601_FSC22_63.035131757740710_-127.23517215290404.tif,0.8512799265073256,0.144841730594635
LC09_20220601_FSC24_63.03446072047654_-126.45127449774446.tif,0.9246895807210467,0.11384598165750504
LC09_20220601_FSC24_63.487319002344044_-127.41502807633758.tif,0.9872727098958454,0.04700586944818497
LC09_20220601_FSC24_63.559652027699805_-126.69093771640617.tif,0.7762423801175219,0.1852085143327713
LC09_20220601_FSC25_62.194405388787835_-128.8107666952586.tif,0.862885157059794,0.1510736644268036
LC09_20220601_FSC27_63.40558096694659_-127.93782702554353.tif,0.9230663279578326,0.11995291709899902
LC09_20220601_FSC28_62.340899548246554_-128.80665710169697.tif,0.8941140100275473,0.13553263247013092
LC09_20220601_FSC29_62.38861959350329_-128.7024634442372.tif,0.8872126382254806,0.14396411180496216
LC09_20220601_FSC31_62.71017722372829_-125.71804716855253.tif,0.938947600149105,0.1067558005452156
LC09_20220601_FSC31_62.99776555163588_-128.92861186842856.tif,0.5934492965985805,0.23240941762924194
LC09_20220601_FSC31_62.99844795941342_-126.83943297831881.tif,0.8714782888733834,0.15375573933124542
LC09_20220601_FSC31_63.685237509104354_-126.98549920568828.tif,0.9054373467270918,0.13356779515743256
LC09_20220601_FSC32_62.45731807405706_-128.62155471685614.tif,0.9147452552772448,0.12632200121879578
LC09_20220601_FSC33_62.68001100109032_-126.02202787352306.tif,0.8907648780011778,0.14462654292583466
LC09_20220601_FSC35_62.26242751487222_-127.51799559061737.tif,0.9358073030271569,0.11146097630262375
LC09_20220601_FSC35_63.27977439601566_-128.41162512048788.tif,0.8732685462303005,0.15181885659694672
LC09_20220601_FSC35_63.85937632183175_-128.1299782497365.tif,0.9557224452401814,0.09254327416419983
LC09_20220601_FSC39_62.46123296504572_-127.68034873751857.tif,0.8855382073695925,0.1551540642976761
LC09_20220601_FSC43_63.235663423999895_-127.79118482562654.tif,0.7342801551085981,0.23485562205314636
LC09_20220601_FSC44_62.998119632954676_-125.87426958034885.tif,0.5616195785064722,0.30092769861221313
LC09_20220601_FSC44_63.55857642982597_-127.60157049849987.tif,0.6853644848994818,0.23306171596050262
LC09_20220601_FSC45_63.86983774958871_-128.09792392384708.tif,0.7496076748271978,0.23634395003318787
LC09_20220601_FSC46_63.47467802570764_-128.25129128573795.tif,0.9867493161138111,0.054925817996263504
LC09_20220601_FSC47_63.68447975164486_-128.4099745213702.tif,0.7016854754679769,0.23752433061599731
LC09_20220601_FSC47_63.79514790754633_-127.501369019781.tif,0.7950067939719871,0.20080922544002533
LC09_20220601_FSC48_62.67130741614106_-127.8869572250386.tif,0.8482839964296661,0.18349286913871765
